userName,content,score,thumbs_up_count,review_version,review_date,reply_content,app_version,company
Advait Shevale,Best app ever,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Honey Baby,Services bad,1,0,8.27,11-08-2025,No Reply,8.27,Flipkart
m AKILANDESWARI,Excellent,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Pranav Ghugarkar,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
nandani kumari,Good,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, nandani! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
SHESHERAO UGALE,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
MAC2034 Aminul Haque,"Worst experience in flipkart nowadays ,such a irresponsible team... special coustomer care they don't have even basic experience....and delivery is just a joke.... flipkart delivery is just awesome in one word before 2 years but nowadays it's just worst experience.",1,0,8.25,11-08-2025,No Reply,8.25,Flipkart
Sundar Kumar,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
akhilesh kumar,Good,4,0,8.25,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.25,Flipkart
Sayar Kanwar,Flipkart is the best application,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Kavinkrish,My fovrt app,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Sandip Bauri,Nice shose,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Anurag kumar,So nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Akshay Mishra,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Shubham Upadhyay,Best,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
DEEPAK RAJ,Good,4,0,7.36,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",7.36,Flipkart
Manish Poddar,Goid,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Jagadeesh Malladi,Excellent,4,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Rohan Rajput,Good for shopping,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
love story,Nice product,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Karan Jot,Very nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Aman Reja,Awesome,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Tanya Sharma,So cute,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Aman Yadav,Good,3,0,8.29,11-08-2025,"Thanks for the love, aman! if you’re happy with everything, a 5-star rating would mean the world to us!",8.29,Flipkart
Sanju Kujur,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sarthak Walhekar,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
ananda soren,Good app,4,0,8.21,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Nilkanta Biswas,Good flipkart,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
pooja patil,Very helpful for me,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Pavan Bhalerao,nan,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Regidi Prasad,Super,2,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
A.C. Z,Haven't got any super coin from the last three or four orders.,1,0,8.29,11-08-2025,We are sorry about your experience and would like to help you out. please get in touch with us at user-experience@flipkart.com securely and provide your registered phone number/email and app store info so we can help.,8.29,Flipkart
T Geetha,Good,5,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Krishna Kumar,nan,2,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Md Alisher,Super,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, alisher! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
Tanmaya Dehury,nan,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
hetam khan,Wonderful,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
VIMLESH SINGH,Very good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sandeep Kumar,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manir Khan,Okay,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Neelam Jain,Nice,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Monish Kashyap,Good,3,0,8.29,11-08-2025,"Thanks for the love, monish! if you’re happy with everything, a 5-star rating would mean the world to us!",8.29,Flipkart
Jintu Rajbongshi,Good service,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Krishna Shukla,Okay okay aap not too bad & good,3,0,8.29,11-08-2025,No Reply,8.29,Flipkart
RajaRam Pawar,Good quality,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Bilkish Patel,Good and excellent experience,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Gautam Singh,Love you,5,0,8.26,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
motivate Indian army,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Gowtham Dharani,Best sopping for all product,5,0,8.21,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
anshuman B,Wrost and terrible experience your app and website have a glitch we can't add or update email. always shows invalid email,1,0,8.29,11-08-2025,"Hi flipkart user, we sincerely apologize for the inconvenience. please share the details of your issue with app-feedback@flipkart.com for the team to quickly resolve it for you.",8.29,Flipkart
Tahaseen Khan,Good,4,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Kanish Jatav,He is good product on flipkart,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
MANASKUMAR BEHERA,Godd,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Anjali raj,Ok,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Arjunkumar Kumar,Good app,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Immu Bhat,Outstanding,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Prabhakar Prabhakar,Super,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Zakir Hameed,Owsm,3,0,Unkown,11-08-2025,"Thanks so much for the awesome feedback, zakir! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",Unknown,Flipkart
Sunny Sohtun,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
ARBIND SAHU,Extra charge is my problem,1,0,8.25,11-08-2025,"Arbind, we are sorry about your experience and would like to help you out. please get in touch with us at user-experience@flipkart.com securely and provide your registered phone number/email and app store info so we can help.",8.25,Flipkart
Biswaprakash Malik,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
